929476	RAWMAG	-111.083984	-2.4047852	-64.26544	0.0	0.0	0.0
929574	RAWMAG	-111.083984	-2.4047852	-64.26544	0.0	0.0	0.0
929672	RAWMAG	-111.083984	-2.4047852	-64.416504	0.0	0.0	0.0
929770	RAWMAG	-111.23505	-2.4047852	-64.41803	0.0	0.0	0.0
929868	RAWMAG	-111.53717	-2.5527954	-65.01465	0.0	0.0	0.0
929966	RAWMAG	-112.13989	-2.5497437	-65.016174	0.0	0.0	0.0
930064	RAWMAG	-112.13989	-2.5482178	-65.46326	0.0	0.0	0.0
930162	RAWMAG	-112.13989	-2.6992798	-65.01465	0.0	0.0	0.0
930259	RAWMAG	-112.44202	-2.697754	-65.01465	0.0	0.0	0.0
930357	RAWMAG	-112.44202	-2.697754	-65.01465	0.0	0.0	0.0
930455	RAWMAG	-113.49487	-2.6931763	-65.0177	0.0	0.0	0.0
930553	RAWMAG	-112.74109	-2.696228	-65.016174	0.0	0.0	0.0
930651	RAWMAG	-112.74109	-2.696228	-65.016174	0.0	0.0	0.0
930749	RAWMAG	-112.74109	-2.696228	-65.016174	0.0	0.0	0.0
930847	RAWMAG	-112.73956	-2.8457642	-65.016174	0.0	0.0	0.0
930945	RAWMAG	-112.73956	-2.8457642	-65.016174	0.0	0.0	0.0
931042	RAWMAG	-112.73956	-2.8457642	-65.016174	0.0	0.0	0.0
931140	RAWMAG	-112.73956	-2.8457642	-65.016174	0.0	0.0	0.0
931238	RAWMAG	-112.44049	-2.84729	-65.01465	0.0	0.0	0.0
931336	RAWMAG	-111.98883	-2.8503418	-65.01465	0.0	0.0	0.0
931434	RAWMAG	-111.68671	-2.8503418	-65.01312	0.0	0.0	0.0
931532	RAWMAG	-111.083984	-2.8533936	-65.0116	0.0	0.0	0.0
931630	RAWMAG	-112.13837	-2.848816	-65.01465	0.0	0.0	0.0
931728	RAWMAG	-111.083984	-2.8533936	-65.0116	0.0	0.0	0.0
931825	RAWMAG	-111.08246	-3.1555176	-64.860535	0.0	0.0	0.0
931923	RAWMAG	-111.23352	-3.1555176	-64.86206	0.0	0.0	0.0
932021	RAWMAG	-111.23505	-2.8549194	-64.86359	0.0	0.0	0.0
932119	RAWMAG	-111.23505	-2.8549194	-64.86359	0.0	0.0	0.0
932217	RAWMAG	-111.23657	-2.7053833	-64.86359	0.0	0.0	0.0
932315	RAWMAG	-111.23657	-2.7053833	-64.86359	0.0	0.0	0.0
932413	RAWMAG	-111.23657	-2.7053833	-64.86359	0.0	0.0	0.0
932511	RAWMAG	-111.23657	-2.7053833	-64.86359	0.0	0.0	0.0
932608	RAWMAG	-111.23657	-2.7053833	-64.86359	0.0	0.0	0.0
932706	RAWMAG	-111.53717	-2.7038574	-64.86359	0.0	0.0	0.0
932804	RAWMAG	-111.535645	-2.8533936	-64.86359	0.0	0.0	0.0
932902	RAWMAG	-111.98883	-2.8518677	-64.86511	0.0	0.0	0.0
933000	RAWMAG	-111.987305	-3.302002	-64.86359	0.0	0.0	0.0
933098	RAWMAG	-111.99036	-2.4002075	-64.86664	0.0	0.0	0.0
933196	RAWMAG	-111.98883	-2.4017334	-64.26849	0.0	0.0	0.0
933294	RAWMAG	-111.68823	-2.4002075	-64.86511	0.0	0.0	0.0
933391	RAWMAG	-111.68823	-2.4002075	-64.86511	0.0	0.0	0.0
933489	RAWMAG	-111.68671	-2.4002075	-64.715576	0.0	0.0	0.0
933587	RAWMAG	-111.535645	-2.4017334	-64.715576	0.0	0.0	0.0
933685	RAWMAG	-111.535645	-2.4017334	-64.715576	0.0	0.0	0.0
933783	RAWMAG	-111.535645	-2.4017334	-64.715576	0.0	0.0	0.0
933881	RAWMAG	-111.535645	-2.4017334	-64.715576	0.0	0.0	0.0
933979	RAWMAG	-111.535645	-2.5543213	-64.715576	0.0	0.0	0.0
934077	RAWMAG	-111.53107	-3.6056519	-64.711	0.0	0.0	0.0
934174	RAWMAG	-111.52954	-3.9047241	-64.70947	0.0	0.0	0.0
934272	RAWMAG	-111.683655	-3.1524658	-64.712524	0.0	0.0	0.0
934370	RAWMAG	-111.683655	-3.1524658	-64.712524	0.0	0.0	0.0
934468	RAWMAG	-111.683655	-3.1524658	-64.712524	0.0	0.0	0.0
934566	RAWMAG	-111.683655	-3.1524658	-64.712524	0.0	0.0	0.0
934664	RAWMAG	-111.683655	-3.1524658	-64.712524	0.0	0.0	0.0
934762	RAWMAG	-111.683655	-3.1524658	-64.712524	0.0	0.0	0.0
934860	RAWMAG	-111.68518	-2.8518677	-64.71405	0.0	0.0	0.0
934957	RAWMAG	-111.68518	-2.8518677	-64.71405	0.0	0.0	0.0
935055	RAWMAG	-111.68671	-2.7023315	-64.71405	0.0	0.0	0.0
935153	RAWMAG	-111.68671	-2.7023315	-64.71405	0.0	0.0	0.0
935251	RAWMAG	-111.68671	-2.7023315	-64.71405	0.0	0.0	0.0
935349	RAWMAG	-111.68671	-2.7023315	-64.71405	0.0	0.0	0.0
935447	RAWMAG	-111.68823	-2.7023315	-64.86359	0.0	0.0	0.0
935545	RAWMAG	-111.68823	-2.7023315	-64.86359	0.0	0.0	0.0
935643	RAWMAG	-111.68823	-2.7008057	-65.01312	0.0	0.0	0.0
935740	RAWMAG	-111.68823	-2.7008057	-65.01312	0.0	0.0	0.0
935838	RAWMAG	-111.68823	-2.7008057	-65.01312	0.0	0.0	0.0
935936	RAWMAG	-111.68823	-2.7008057	-65.01312	0.0	0.0	0.0
936034	RAWMAG	-111.68823	-2.7008057	-65.16113	0.0	0.0	0.0
936132	RAWMAG	-111.68671	-2.8503418	-65.16113	0.0	0.0	0.0
936230	RAWMAG	-111.683655	-3.451538	-65.15808	0.0	0.0	0.0
936328	RAWMAG	-111.683655	-3.451538	-65.15808	0.0	0.0	0.0
936426	RAWMAG	-111.683655	-3.451538	-65.15808	0.0	0.0	0.0
936523	RAWMAG	-111.683655	-3.451538	-65.15808	0.0	0.0	0.0
936621	RAWMAG	-111.683655	-3.451538	-65.15808	0.0	0.0	0.0
936719	RAWMAG	-111.987305	-3.300476	-65.16113	0.0	0.0	0.0
936817	RAWMAG	-111.987305	-3.300476	-65.16113	0.0	0.0	0.0
936915	RAWMAG	-111.987305	-3.300476	-65.16113	0.0	0.0	0.0
937013	RAWMAG	-111.99036	-2.5527954	-64.86664	0.0	0.0	0.0
937111	RAWMAG	-111.98883	-2.8518677	-64.86511	0.0	0.0	0.0
937209	RAWMAG	-111.99036	-2.7023315	-64.86511	0.0	0.0	0.0
937306	RAWMAG	-111.99036	-2.5527954	-64.86664	0.0	0.0	0.0
937404	RAWMAG	-111.99341	-1.8005371	-64.86969	0.0	0.0	0.0
937502	RAWMAG	-111.99341	-1.9500732	-64.868164	0.0	0.0	0.0
937600	RAWMAG	-111.99341	-1.9500732	-64.868164	0.0	0.0	0.0
937698	RAWMAG	-111.99341	-1.9485474	-65.0177	0.0	0.0	0.0
937796	RAWMAG	-111.99341	-1.9485474	-65.0177	0.0	0.0	0.0
937894	RAWMAG	-111.99341	-1.9485474	-65.0177	0.0	0.0	0.0
937992	RAWMAG	-111.08856	-1.9515991	-65.16266	0.0	0.0	0.0
938089	RAWMAG	-111.239624	-1.9515991	-65.164185	0.0	0.0	0.0
938187	RAWMAG	-111.23657	-2.7038574	-65.16113	0.0	0.0	0.0
938285	RAWMAG	-111.23352	-3.1539917	-65.15961	0.0	0.0	0.0
938383	RAWMAG	-111.23352	-3.1539917	-65.15961	0.0	0.0	0.0
938481	RAWMAG	-111.231995	-3.4545898	-65.15808	0.0	0.0	0.0
938579	RAWMAG	-111.23352	-3.3035278	-65.15961	0.0	0.0	0.0
938677	RAWMAG	-111.231995	-3.4545898	-65.15808	0.0	0.0	0.0
938774	RAWMAG	-111.231995	-3.4545898	-65.15808	0.0	0.0	0.0
938872	RAWMAG	-111.53259	-3.453064	-65.15808	0.0	0.0	0.0
938970	RAWMAG	-111.53259	-3.453064	-65.15808	0.0	0.0	0.0
939068	RAWMAG	-111.53259	-3.453064	-65.15808	0.0	0.0	0.0
939166	RAWMAG	-111.53259	-3.453064	-65.15808	0.0	0.0	0.0
939264	RAWMAG	-111.53412	-3.302002	-65.15961	0.0	0.0	0.0
939362	RAWMAG	-111.53412	-3.302002	-65.15961	0.0	0.0	0.0
939460	RAWMAG	-111.53412	-3.1524658	-65.0116	0.0	0.0	0.0
